rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
141,Cal St. Northridge,BW,22-11,107.51686492051121,152,105.6275602321212,154,0.5507933163880688,141,22.0,11.0,14.0,6.0,14-6,0.40632073925027384,0.32882833271923906,0.4240225996741122,0.40632073925027384,0.32882833271923906,0.4240225996741122,0.8772818571970769,0.8847203334184961,104.73205822335188,107.96625984657493,104.73205822335188,107.96625984657493,110.22096947870054,105.12769750360734,95.04534465138971,104.81523676813383,0.24504464519296928,2.0,0.05125820573330708,1616.0,1487.0,1449.6375,1.1147614489829354,1.0257736848005103,0.0,0.7,-4.989396752066599,110,59,72.42098260940928
142,Seattle,WAC,14-18,103.00467525959829,240,101.28662924522152,83,0.5482071932080916,142,14.0,18.0,8.0,8.0,8-8,0.4547157180572588,0.5052275080445341,0.40234036771971643,0.4547157180572588,0.5052275080445341,0.40234036771971643,0.8600943952437604,0.8043292162747842,104.96243631275024,104.82225893101871,104.96243631275024,104.82225893101871,101.59050296532396,98.93497949405268,116.27999274163733,90.63025786063673,0.946137233047138,2.0,-0.13808153312103,1078.0,994.0,1061.9875,1.0150778610859357,0.9359808848974212,0.0,0.5,-12.094066749807714,242,359,66.21274983451464
143,Miami OH,MAC,25-9,108.16223436342611,135,106.45713331043817,170,0.5455566795494569,143,25.0,9.0,14.0,4.0,14-4,0.36525844608780905,0.368425601482404,0.3356407402555818,0.36525844608780905,0.368425601482404,0.3356407402555818,0.8973168071171237,0.8650281767785851,103.95695105277434,108.86703338800216,103.95695105277434,108.86703338800216,109.43925113704802,107.8430803998252,104.21808806768067,107.79864163855902,0.404087461583448,2.0,0.07279377131934295,1455.0,1343.0,1282.8625,1.1341823461204923,1.0468775882060626,0.0,0.7777777777777778,-4.303222724266554,98,35,69.10245809367814
144,Davidson,A10,17-16,109.14809945260197,121,107.55226957897929,193,0.5422440994799077,144,17.0,16.0,6.0,12.0,6-12,0.4912436170170211,0.37800305204273105,0.5740419641018244,0.4912436170170211,0.37800305204273105,0.5740419641018244,0.842322079102672,0.8537271479800839,106.66945974307791,105.88902554304826,106.66945974307791,105.88902554304826,107.7531158410186,108.73368165671066,102.87384765888874,109.68086656783044,0.32369947470804233,3.0,-0.031940786403467425,1239.0,1283.0,1175.8499999999997,1.053705829825233,1.0911255687375094,0.0,0.3333333333333333,-9.188479651157051,185,259,65.96032321930518
145,Samford,SC,22-11,110.87652015760528,97,109.27048838208836,240,0.5418503992457793,145,22.0,11.0,12.0,6.0,12-6,0.41041712834393906,0.4188081029583128,0.3737560424119232,0.41041712834393906,0.4188081029583128,0.3737560424119232,0.8663202832732428,0.8164695205928173,105.45259709427619,108.20830582094563,105.45259709427619,108.20830582094563,108.69153109769813,105.98599255456467,114.84233967462063,106.93148671977971,0.6944012434210636,2.0,0.05312529849784642,1432.0,1299.0,1268.3625,1.1290147729848525,1.0241551606894717,0.0,0.6666666666666666,-4.757009268572354,107,55,71.10213301153699
146,Tulane,Amer,19-15,107.9206657298964,139,106.47728513576993,171,0.5386338602087356,146,19.0,15.0,12.0,6.0,12-6,0.45338231142593766,0.3206907455553915,0.49947978603182075,0.45338231142593766,0.3206907455553915,0.49947978603182075,0.8752279371443962,0.9146175575253314,106.5313970698772,107.52172455567683,106.5313970698772,107.52172455567683,109.6852603658277,105.63887204658799,0.0,0.0,0.0,0.0,-0.018005274000284954,1338.0,1277.0,1205.0375000000001,1.1103388898685724,1.059718058566642,0.0,0.6666666666666666,-8.585331127833602,172,223,67.12042599589435
147,UTEP,CUSA,18-15,105.75649072835381,195,104.3452354725274,124,0.5385467447393452,147,18.0,15.0,7.0,11.0,7-11,0.5000614778958485,0.3828548813504299,0.5673675831790798,0.5000614778958485,0.3828548813504299,0.5673675831790798,0.8533642528273011,0.8773231683877463,106.57225316561313,104.31395800718734,106.57225316561313,104.31395800718734,104.80096790297283,105.50414679477349,117.00852956275561,97.36311548307333,0.8922269542915428,2.0,0.012104340200039143,1285.0,1332.0,1264.175,1.0164731939802638,1.0536515909585302,0.0,0.3888888888888889,-8.436411639459461,169,144,68.6965722195465
148,Virginia Tech,ACC,13-19,106.12802592550162,189,105.16132415626683,142,0.5262836254958541,148,13.0,19.0,8.0,12.0,8-12,0.6312200677885816,0.4838240993740866,0.7138134434622193,0.6312200677885816,0.4838240993740866,0.7138134434622193,0.7631599738341465,0.8387354538891977,110.47445531698168,104.05638905002556,110.47445531698168,104.05638905002556,108.51120964451403,105.3270404113559,102.77898215461757,102.15573546819407,0.5174798057656224,6.0,0.006988385114058804,1354.0,1467.0,1305.4374999999995,1.0372001723560114,1.1237611911715426,0.0,0.4,-9.2561298875663,189,161,65.36501190058304
149,Loyola Marymount,WCC,17-15,104.35419296342829,216,103.61038869930884,110,0.520553896876404,149,17.0,15.0,8.0,10.0,8-10,0.5381140724170462,0.4608383299635584,0.6003442370516088,0.5381140724170462,0.4608383299635584,0.6003442370516088,0.8000732066956063,0.8727169787681147,108.99838099994403,105.74557565068316,108.99838099994403,105.74557565068316,103.3174797817116,102.1159337588151,99.66120298324039,103.00831197988153,0.4061553498842,6.0,0.04449320009921803,1226.0,1291.0,1215.4874999999997,1.0086487931796915,1.0621252789518612,0.0,0.4444444444444444,-6.869481203226463,138,74,67.32962903901287
150,Nicholls St.,Slnd,20-13,106.25351480243958,188,105.5940066456379,152,0.5178928919632039,150,20.0,13.0,13.0,7.0,13-7,0.4314458560916751,0.4528059150119599,0.41739798505202963,0.4314458560916751,0.4528059150119599,0.41739798505202963,0.8595336534337419,0.7826072389197225,105.09680246071527,105.5067885080723,105.09680246071527,105.5067885080723,108.38702726972049,106.2412938770323,105.24609326003443,106.75323510834137,0.45921235092413526,4.0,0.031385603434497034,1491.0,1401.0,1366.325,1.091248421861563,1.0253782957934605,0.0,0.65,-6.9596135080050034,140,101,68.38310898450561
151,Murray St.,MVC,16-17,105.32463876982322,200,104.7025146770776,132,0.5170256127784586,151,16.0,17.0,9.0,11.0,9-11,0.5192000833864888,0.470483628585743,0.5466736307307821,0.5192000833864888,0.470483628585743,0.5466736307307821,0.8489325206039683,0.8558847224084257,107.37691042709532,106.00637700734434,107.37691042709532,106.00637700734434,104.56390366993662,105.64494139144419,123.04101636094909,95.2707581971201,0.9498669134556348,1.0,-0.002871643648581279,1374.0,1406.0,1316.9125,1.0433495012007252,1.0676487617818193,0.0,0.45,-10.148135486298326,203,182,64.94817911248178
152,Lamar,Slnd,20-13,102.28095760337533,249,101.71010303359995,89,0.5160854579666777,152,20.0,13.0,14.0,6.0,14-6,0.4342212065305887,0.40472617239276043,0.42689054280797556,0.4342212065305887,0.40472617239276043,0.42689054280797556,0.8584181972707402,0.8085883750578671,106.09731400241226,106.23881337770672,106.09731400241226,106.23881337770672,103.56894031502145,101.16884318126908,106.51442777288034,116.74782743700257,0.25827336965053393,3.0,0.03661760531811886,1362.0,1277.0,1305.075,1.0436181828630537,0.978487826370132,0.0,0.7,-6.908761317892709,139,91,65.52638280618132
153,UC Santa Barbara,BW,21-13,108.47350896594293,133,107.96404771820866,205,0.5135313497983442,153,21.0,13.0,11.0,9.0,11-9,0.3920859348521773,0.2804084902672184,0.42766783909785444,0.3920859348521773,0.2804084902672184,0.42766783909785444,0.8952525051840993,0.9378501224676686,103.74210454864324,108.16687292796287,103.74210454864324,108.16687292796287,109.95886325743203,110.35749923060445,100.64816949504123,106.2823698378117,0.34833017613026784,2.0,0.004739348471477278,1472.0,1444.0,1332.6500000000003,1.104566090121187,1.0835553221025773,0.0,0.55,-8.070993318454764,163,167,65.51894359461168
154,Bryant,AE,23-12,105.97401100825104,191,105.49928542100048,149,0.5129050358446932,154,23.0,12.0,14.0,2.0,14-2,0.3335222029028563,0.42095896712075764,0.23540502680484493,0.3335222029028563,0.42095896712075764,0.23540502680484493,0.8976197163383023,0.8505019718167566,103.23920230902365,109.48567063094573,103.23920230902365,109.48567063094573,106.85328782137799,105.10575889697071,115.72133543854335,109.66139677960247,0.6498904147807858,2.0,-0.005672795436943323,1304.0,1099.0,1137.9875000000002,1.1458825338591152,0.9657399576005886,0.0,0.875,-7.0147976062004345,142,190,72.59616950956794
155,Milwaukee,Horz,21-11,106.80065649971156,165,106.3361807106345,168,0.5125280127809203,155,21.0,11.0,14.0,6.0,14-6,0.3964444468032835,0.45045622324009854,0.3678256268362216,0.3964444468032835,0.45045622324009854,0.3678256268362216,0.9058598479251608,0.8678137845353837,105.82672803263593,109.22660513849922,105.82672803263593,109.22660513849922,106.42499914108912,105.93719401489898,0.0,0.0,0.0,0.0,0.047147645312415554,1549.0,1423.0,1388.3750000000002,1.1156928063383451,1.02493922751418,0.0,0.7,-6.72189003441209,137,67,68.94849472685695
156,Radford,BSth,20-13,109.9619037669552,109,109.49229522115883,241,0.5123019213992622,156,20.0,13.0,9.0,7.0,9-7,0.40444749521982165,0.4352350760740654,0.3612186057832256,0.40444749521982165,0.4352350760740654,0.3612186057832256,0.8666233147773792,0.8106795755653325,106.28163370130099,108.92262893660619,106.28163370130099,108.92262893660619,111.02733642359556,110.32491365855851,107.31741328065037,108.69590948928027,0.4633714210867489,2.0,0.011335989414766767,1167.0,1104.0,1013.1999999999999,1.151796288985393,1.0896170548756416,0.0,0.5625,-7.228490143618414,146,147,63.20473202255882
157,James Madison,SB,20-12,110.57343351309613,100,110.2790502377318,253,0.507663813599009,157,20.0,12.0,13.0,5.0,13-5,0.428482544503607,0.47550747899166823,0.38123403043487947,0.428482544503607,0.47550747899166823,0.38123403043487947,0.8956388719379116,0.8676993333654504,105.15220744256963,107.06121128191653,105.15220744256963,107.06121128191653,108.94757839897731,110.62353393101506,118.97340088096608,111.97094585014493,0.6676545559975039,1.0,0.04984877397421983,1315.0,1279.0,1184.3125,1.1103488310728797,1.0799514486252573,0.0,0.7222222222222222,-7.274318666891864,147,62,65.2164499832121
158,Sam Houston St.,CUSA,13-19,110.74698512867471,99,110.47887841059637,256,0.506968057677141,158,13.0,19.0,6.0,12.0,6-12,0.5232967111407498,0.4563504074164883,0.5707995952981098,0.5232967111407498,0.4563504074164883,0.5707995952981098,0.8279761445249009,0.8048459203696219,106.62251802686039,103.09211369535348,106.62251802686039,103.09211369535348,109.6219664392583,108.06819438853022,103.23155862335203,109.2694621137777,0.3421591456691064,3.0,-0.06856749699626286,1291.0,1337.0,1237.0499999999997,1.0436118184390286,1.0807970575158645,0.0,0.3333333333333333,-11.650801293345278,233,323,68.03789527188611
159,Cleveland St.,Horz,23-13,104.27705514758686,218,104.08352062739799,114,0.505340652783729,159,23.0,13.0,14.0,6.0,14-6,0.37701278957072154,0.3689363818220295,0.36852854913643546,0.37701278957072154,0.3689363818220295,0.36852854913643546,0.8977835870473572,0.8397671216760411,105.29550371329915,109.1581989928339,105.29550371329915,109.1581989928339,107.75147901556242,104.10669842381314,94.77313026594402,113.128361936046,0.11548205480281716,2.0,0.013619929095352146,1484.0,1351.0,1324.2125,1.1206660562409734,1.0202290040306974,0.0,0.7,-7.439622429605135,149,141,65.79458103178713
160,San Jose St.,MWC,15-20,106.63923102417715,172,106.64215022637974,176,0.4999212992131385,160,15.0,20.0,7.0,13.0,7-13,0.548813526745418,0.3483459491069647,0.6557472285693664,0.548813526745418,0.3483459491069647,0.6557472285693664,0.8046491125742672,0.9115711595112365,108.18777863199894,104.20898608386631,108.18777863199894,104.20898608386631,108.58544304302225,107.91745462042675,104.08744715680156,107.33042843711027,0.412696492643896,7.0,-0.031414286656086476,1391.0,1510.0,1350.0375000000001,1.0303417497662102,1.118487449422701,0.0,0.35,-10.270206946173866,206,254,66.57083811162764
161,Charleston,CAA,24-9,105.31961049441497,201,105.3444186125719,145,0.4993228716195111,161,24.0,9.0,13.0,5.0,13-5,0.4158102122126291,0.4587159355738066,0.37852031390888136,0.4158102122126291,0.4587159355738066,0.37852031390888136,0.9053463246584127,0.8858947442566567,105.54984387301214,108.71924199570682,105.54984387301214,108.71924199570682,106.43761090745272,106.93016701804532,0.0,0.0,0.0,0.0,0.1419553152842049,1378.0,1304.0,1253.2250000000001,1.0995631271319992,1.040515470087175,0.0,0.7222222222222222,-4.52844207413854,101,4,70.51265546442032
162,Temple,Amer,17-15,110.47067629468108,101,110.60559398006072,260,0.49649096644521123,162,17.0,15.0,9.0,9.0,9-9,0.47006048453596133,0.4092963994238931,0.5212006028235833,0.47006048453596133,0.4092963994238931,0.5212006028235833,0.8769443774758847,0.901392630923293,106.2159756908688,106.70827654700466,106.2159756908688,106.70827654700466,113.22713797744834,113.03338620641229,125.75361554979295,117.53227110996264,0.685148303607755,1.0,0.003887663277025055,1429.0,1460.0,1278.1999999999998,1.1179784071350338,1.1422312627131905,0.0,0.5,-9.52467179200517,192,173,68.99128377011505
163,Cal Baptist,WAC,17-15,104.94753711929434,209,105.12610893773058,140,0.4951124021645286,163,17.0,15.0,9.0,7.0,9-7,0.45132780101782993,0.49708304618798616,0.4088322556951059,0.45132780101782993,0.49708304618798616,0.4088322556951059,0.8792131645561984,0.8519511130800294,103.54493634780242,105.45840976697058,103.54493634780242,105.45840976697058,102.60134642059765,102.55806072518642,135.25917771950984,129.61891791710454,0.6200666953714326,1.0,-0.020772662244182172,1093.0,1056.0,1076.9875000000002,1.0148678605833399,0.9805127728966212,0.0,0.5625,-9.676724018968615,194,230,66.0844882187618
164,Western Kentucky,CUSA,17-15,103.21762639030821,234,103.46629331811985,108,0.4930824599505708,164,17.0,15.0,8.0,10.0,8-10,0.5167091954086581,0.45768432152196503,0.5723084665416555,0.5167091954086581,0.45768432152196503,0.5723084665416555,0.8391605881995243,0.8276118154372365,106.53559272251404,103.84731812110171,106.53559272251404,103.84731812110171,102.99673976189644,104.94529143396548,98.11689256752857,101.78610316608555,0.39598770363856334,3.0,0.0409153561583922,1286.0,1338.0,1277.9875000000002,1.0062696231379413,1.0469585970128814,0.0,0.4444444444444444,-8.210733383975622,166,81,72.07640078224918
165,Rhode Island,A10,18-13,107.72964404800982,147,108.14825898009465,209,0.4888518467003411,165,18.0,13.0,7.0,11.0,7-11,0.4664221543973248,0.3266525882210131,0.5651025649367983,0.4664221543973248,0.3266525882210131,0.5651025649367983,0.8816206289413614,0.9428774820553253,105.45890856692859,106.37600634370688,105.45890856692859,106.37600634370688,106.53425965939975,108.82833005786424,85.09165419688819,93.20973877344842,0.25962522406352917,1.0,0.04563035962546724,1320.0,1381.0,1269.1875000000002,1.0400354557541733,1.0880977003003889,0.0,0.3888888888888889,-7.867810265094478,157,72,70.64376876402308
166,Purdue Fort Wayne,Horz,19-13,108.03467195996839,137,108.54343711778498,218,0.48649589468324395,166,19.0,13.0,12.0,8.0,12-8,0.39028936426221655,0.418125441954178,0.37037154407927714,0.39028936426221655,0.418125441954178,0.37037154407927714,0.8876020677300216,0.8234001593791311,105.35516826129052,108.84723348303996,105.35516826129052,108.84723348303996,107.11457443221809,108.18201826972589,115.30834293986379,122.12776389420688,0.34056744363867103,2.0,0.004584773254416641,1596.0,1525.0,1438.2624999999998,1.1096722608007927,1.060307141429329,0.0,0.6,-8.154114613744733,164,171,69.86216921116943
167,Appalachian St.,SB,17-14,100.7210641792289,281,101.24243412562984,81,0.485160667804834,167,17.0,14.0,10.0,8.0,10-8,0.3985722656048707,0.4691237720065092,0.3608888208924842,0.3985722656048707,0.4691237720065092,0.3608888208924842,0.8863410185341959,0.8258340941559604,106.26868934936559,109.0075084797173,106.26868934936559,109.0075084797173,100.27006724086914,100.66854057249432,98.40306538669309,100.93624565598779,0.42744161641180745,1.0,-0.04053340074796796,1196.0,1138.0,1155.3250000000003,1.0352065436132687,0.9850042195918894,0.0,0.5555555555555556,-9.276817477143489,191,280,63.43058076322776
168,Marshall,SB,20-13,106.01440594267416,190,106.65466110846815,177,0.48269608206140524,168,20.0,13.0,12.0,6.0,12-6,0.3794977457765478,0.3465248293383448,0.3872733017424803,0.3794977457765478,0.3465248293383448,0.3872733017424803,0.9013307546784766,0.880302336920974,105.4533132862404,109.41125371015372,105.4533132862404,109.41125371015372,108.16809993916895,107.51437422856729,78.04998512921014,96.55094899554506,0.079709846144705,1.0,0.000668515921399937,1348.0,1269.0,1216.3874999999998,1.1081994841282077,1.0432530751919107,0.0,0.6666666666666666,-8.551814225335127,171,177,68.89540427832716
169,Winthrop,BSth,23-11,107.54571685274956,150,108.19622316971116,213,0.48266946021428314,169,23.0,11.0,11.0,5.0,11-5,0.3661478962906844,0.34452670650902506,0.3648411619609354,0.3661478962906844,0.34452670650902506,0.3648411619609354,0.89341077606379,0.8686269399982478,105.58338035162053,109.49153341187768,105.58338035162053,109.49153341187768,108.90950531824237,112.65363073549531,97.10239779728768,92.4843523256358,0.636534892477655,2.0,0.0543834606640855,1361.0,1310.0,1187.2749999999999,1.1463224610978924,1.1033669537386033,0.0,0.6875,-6.155081009311694,126,53,72.9218987477809
170,East Tennessee St.,SC,19-13,105.01275600666278,208,105.70004860609626,157,0.4812536593471957,170,19.0,13.0,12.0,6.0,12-6,0.3679573556145782,0.33662106210752074,0.38034149247591315,0.3679573556145782,0.33662106210752074,0.38034149247591315,0.9158601132463836,0.9222953902366853,104.98847031746696,110.08764788036017,104.98847031746696,110.08764788036017,105.23674111184762,104.58920427482826,0.0,0.0,0.0,0.0,-0.017672398718051485,1266.0,1180.0,1163.4375,1.0881547139403707,1.0142358313188289,0.0,0.6666666666666666,-9.122559718810365,183,220,65.29071150034693
